"text","created_at","retweet_count","favorite_count","display_text_width"
"Today, it was my great honor to nominate one of our nation’s most brilliant and gifted legal minds to the Supreme Court. She is a woman of unparalleled achievement, towering intellect, sterling credentials, and unyielding loyalty to the Constitution: Judge Amy Coney Barrett... https://t.co/l2yezt2UOi",2020-09-27 20:48:17,38218,0,140
"Congratulations Judge Amy Coney Barrett! https://t.co/KvJN62Ptih",2020-09-27 00:16:48,5923,0,80
"LIVE: President @realDonaldTrump Announces Nominee to the Supreme Court https://t.co/y6BDV0FxLB",2020-09-27 00:16:39,5159,0,111
".@SecondLady and I were truly honored to join @Franklin_Graham and thousands of Believers for the #PrayerMarch2020 in Washington DC today. Thank you for your prayers, America. <U+0001F1FA><U+0001F1F8> https://t.co/p1l6J8Cp69",2020-09-27 00:16:36,5750,0,140
"America is a Nation of Faith. 
#PrayerMarch2020 
https://t.co/fo7vpmYXql",2020-09-27 00:16:33,4805,0,88
"Heartbreaking to see Flora’s Hair Design in Minneapolis. We are with you. https://t.co/6gf23mSL9U",2020-09-24 22:25:25,1997,0,113
"Here at Midwest Manufacturing, every day is Made in America day! Under President @realDonaldTrump it will always be America FIRST! <U+0001F1FA><U+0001F1F8> https://t.co/QLnxuCkg1d",2020-09-24 22:25:16,705,0,140
"Hello Wisconsin! I’m happy to be here with @SecGeneScalia, @IvankaTrump, and @derrickvanorden in the Badger State where because of President @realDonaldTrump’s strong leadership, we created over 15,000 manufacturing jobs!",2020-09-24 22:25:08,2035,0,140
"The @WhiteHouse Coronavirus Task Force is proud to report that Johnson &amp; Johnson has entered Phase III trials for a Coronavirus vaccine. We're continuing to work at a historic pace with our public &amp; private partners to produce a safe &amp; effective vaccine for all Americans! https://t.co/GX69sE17lX",2020-09-24 02:07:41,1126,0,144
"As America mourns the passing of Justice Ruth Bader Ginsburg, @SecondLady and I were honored to pay our respects at the Supreme Court today. We offer our prayers and condolences to the family, friends, and many admirers of Justice Ruth Bader Ginsburg. https://t.co/BUzVPkwbXR",2020-09-24 02:07:32,917,0,140
"Great call with the President of Venezuela @jguaido today. Under President @realDonaldTrump, America stands with President @jguaido &amp; the freedom loving people of Venezuela. The United States will continue to stand with them until their #libertad is Restored! Estamos con ustedes!",2020-09-22 01:34:16,4802,0,139
"Sitting down with @NorahODonnell on @CBSEveningNews! Tune in now!",2020-09-22 01:34:12,288,0,81
"Operation Warp Speed is:
<U+2705> Safe
<U+2705> Effective
<U+2705> Timely
 
And our best estimates show that we will be able to deliver several hundreds of millions of doses straight to the American people by the end of April.",2020-09-22 01:34:09,509,0,139
"Because of the unprecedented action by President @realDonaldTrump, states across the Country are in a much better place today than they would have been and we are on our way to putting the Coronavirus in the past.",2020-09-22 01:34:07,1362,0,140
"Good call with America's Governors about how the Trump Admin marshaled the full resources of the federal government &amp; launched the greatest national mobilization since WWII to ensure states, hospitals, &amp; nursing homes got the supplies they needed to care for the American people.",2020-09-22 01:34:05,2675,0,144
"Under President @realDonaldTrump, @NASA revived American human space exploration as we work to put the first woman on the Moon &amp; the first man &amp; woman on Mars! The Artemis Plan shows we're on our way to this goal as we restore American leadership in space! https://t.co/Y75KKMIMtZ",2020-09-22 01:34:01,1316,0,140
"Statement from the Vice President on the Passing of Justice Ruth Bader Ginsburg https://t.co/5wsq5apOOZ",2020-09-19 04:38:54,1869,0,119
"The Hispanic American community is winning like never before! It has been record high income gains, record low poverty, and unprecedented prosperity under President @realDonaldTrump! <U+0001F1FA><U+0001F1F8> https://t.co/ojTXDz8cMs",2020-09-18 23:01:33,872,0,140
"Faith, family and hard work: the strong foundation of America’s Hispanic community. https://t.co/vaqhm57dTW",2020-09-18 23:01:29,793,0,123
"Under President @reaDonaldTrump, among the 7 million new jobs created in the last three and a half years, 3 MILLION went to Hispanic Americans and more than 1 MILLION Hispanic women entered the workforce! https://t.co/zyjKhRGeka",2020-09-18 23:01:28,448,0,140
"Thank you, @LIBREinitiative! We are grateful for your leadership and the work you’re doing to advance Hispanic communities across the Country and we are proud of the countless contributions Hispanic Americans make to Arizona and America every day! https://t.co/AGz6sPdT9i",2020-09-18 23:01:26,290,0,139
"Vea en vivo: Una mesa redonda con @LIBREinitiative https://t.co/mLVvMGEdwG",2020-09-18 23:01:21,180,0,66
"Watch LIVE: A roundtable with the @LIBREinitiative https://t.co/R6JG6ZK8Rr",2020-09-18 23:01:19,262,0,90
"Pleased to be joined by @SeemaCMS and the Coronavirus Commission for Safety and Quality in Nursing Homes at the @WhiteHouse today. https://t.co/fygg9pFWDv",2020-09-18 03:49:51,864,0,140
"Happy #ConstitutionDay! https://t.co/DoahM18IuK https://t.co/4pdkdqr75c",2020-09-18 03:49:49,13062,0,68
"Two hundred and thirty-three years ago today, our Founders completed what, for them, was the work of a nation, but, for humanity, a work for the ages: the Constitution of the United States of America. https://t.co/vHnHBg14B8",2020-09-18 03:49:43,2158,0,140
"Happy Constitution Day, America! <U+0001F1FA><U+0001F1F8> https://t.co/KqGwKepBW6",2020-09-17 15:43:00,4554,0,75
"At President @realDonaldTrump’s direction, @US_FDA, @NIH &amp; our Nation’s scientists are working at Warp Speed to produce a safe &amp; effective vaccine. Today, the @WhiteHouse Coronavirus Task Force met to discuss the distribution process of a vaccine to all Americans. https://t.co/96HnEHigrO",2020-09-15 22:11:53,595,0,144
"After decades of division and conflict, we mark the dawn of a new Middle East. Congratulations to the people of Israel, the people of the United Arab Emirates, and the people of the Kingdom of Bahrain. God Bless You All! https://t.co/gpeqFDtr0S",2020-09-15 22:11:49,40337,0,140
"https://t.co/1eDtcfHczF https://t.co/YjtMKPFxJz",2020-09-15 22:11:47,13218,0,44
"Happy National Hispanic Heritage Month! https://t.co/UEFJRKsVh8",2020-09-15 22:11:43,16330,0,84
"The Abraham Accords are not only a huge achievement for Israel, the UAE, and Bahrain but will serve as an example of what can happen when you put past conflicts aside and set your focus on creating a future of peace and prosperity.",2020-09-15 22:11:42,5147,0,140
"Blessed Are The Peacemakers https://t.co/CxHTAkc86u",2020-09-15 20:08:38,20611,0,67
"It is truly a historic day at the @WhiteHouse! Thanks to the bold and decisive leadership of President @realDonaldTrump and the vision of the leaders of the State of Israel, the UAE, and Bahrain, the Abraham Accords mark an incredible step towards peace! https://t.co/UdZJ2BERWN",2020-09-15 20:08:37,1960,0,140
"We ALWAYS stand with the brave men and women on the Thin Blue Line. https://t.co/3iDB7b5kso",2020-09-13 19:02:44,4411,0,107
"For all of the challenges we face in 2020, what we proved in the wake of that terrible day in September of 2001, is the American people always come together, we always face any challenge with strength, and just as we did then, we’ll get through these times together. https://t.co/o9GIlv6tqC",2020-09-12 13:23:28,1097,0,140
"We will never forget the 343 firefighters lost that day and the bravery of FDNY Engine 10. https://t.co/SI0s5bZMue",2020-09-12 13:23:26,2494,0,130
"We’re bringing troops home because we’ve managed to secure stability by strengthening our military and by taking the fight directly to ISIS in Iraq. https://t.co/lI6f8dI8HC",2020-09-12 13:23:23,1366,0,139
"Tune in to @foxandfriends this morning as I sit down with @PeteHegseth from New York City. https://t.co/qAWmazqtj3",2020-09-12 13:23:21,745,0,130
"THANK YOU to the 28,000+ Firefighters and other First Responders who are battling wildfires across California, Oregon, and Washington. I have approved 37 Stafford Act Declarations, including Fire Management Grants to support their brave work. We are with them all the way! https://t.co/Uu9vArw70Z",2020-09-12 13:23:18,21232,0,140
"https://t.co/e6hYumwZWq",2020-09-12 13:22:15,18017,0,44
".@SecondLady and I were truly honored to travel to New York City today to Remember the Fallen and pay tribute to the Heroes of 9/11. We will Never Forget the nearly 3,000 men and women lost that day and their families are in our hearts and prayers. #NeverForget https://t.co/Kfgi2m5wZk",2020-09-11 21:18:53,1414,0,140
"We will never forget. <U+0001F1FA><U+0001F1F8> https://t.co/XOkmwth8UD",2020-09-11 19:52:20,4079,0,64
"https://t.co/8FH5zIBn02 https://t.co/MGyEETGNAl",2020-09-11 19:52:18,7448,0,44
"LIVE: President @realDonaldTrump presents the Medal of Honor https://t.co/ltmHF3ORyW",2020-09-11 19:52:17,8439,0,100
"Karen and I were honored to meet with the FDNY Engine 10. They are heroes and we will never forget the 343 firefighters lost on that day. God Bless their families. https://t.co/hkbQvsw0Sy",2020-09-11 19:52:15,1100,0,140
"https://t.co/AXhNnDe8jG",2020-09-11 19:52:12,15394,0,44
"""In New York, Arlington, and Shanksville, people raced into the suffocating smoke and rubble...

More than 400 first responders gave their lives.

Today we honor their extraordinary sacrifice and every first responder who keeps America safe."" https://t.co/9lUckcXunl",2020-09-11 19:52:10,8541,0,140
"In the memory of all those we lost on this day 19 years ago, in memory of the heroes that were forged that day, &amp; heroes forged on battlefields ever since, and for the families, loved ones, &amp; friends they left behind, I pray these ancient words will comfort your hearts and ours. https://t.co/wRgHCcdZ4q",2020-09-11 19:52:05,2538,0,144
"LIVE: President @realDonaldTrump and @FLOTUS visit the Flight 93 National Memorial https://t.co/NbXON6t2yB",2020-09-11 19:52:02,2455,0,122
"#NeverForget #September11 https://t.co/vlqqkZa3bR",2020-09-11 19:51:55,39054,0,70
"Today, our Nation pauses to remember those who fell on 9/11/01 and we honor the unimaginable sacrifice they made for our Country. Their memory lives on in the heart of every American and we will never forget the courage and heroism shown on that fateful morning. #NeverForget https://t.co/rCUashyAJe",2020-09-11 10:49:43,5013,0,140
"Nineteen years ago, America changed forever. Tomorrow, the hearts &amp; prayers of the entire Nation will be with the nearly 3,000 families who lost loved ones. Karen &amp; I are honored to be traveling to NYC to join the American people in paying tribute to the heroes who fell on 9/11.",2020-09-11 10:49:42,8587,0,144
"We’ve rebuilt our military, restored the arsenal of democracy and given our Soldiers, Sailors, Airmen, Marines, and Coast Guard the resources and the support that they need to accomplish their mission and defend our nation every day. https://t.co/sV8buIXgYA",2020-09-11 10:49:40,829,0,140
"Honored to be with some incredible men and women who’ve worn the uniform of the United States at @VMI1839 today! https://t.co/SwrQZHNsWQ",2020-09-11 10:49:24,719,0,140
"I can tell you firsthand, our President reveres the men and women of our armed forces. Restoring the arsenal of democracy, rebuilding our military, supporting our Soldiers, Sailors, Airmen, Marines, Coast Guard, modernizing our forces, creating the Space Force...",2020-09-11 10:49:23,3009,0,139
"LIVE: President @realDonaldTrump delivers remarks on judicial appointments https://t.co/GbnyS7exD8",2020-09-10 03:18:13,6613,0,114
"Thank you, @SBAList! This Administration will ALWAYS stand without apology for the sanctity of human life! https://t.co/u5MTlX5cuf",2020-09-10 03:17:53,628,0,140
"Women’s Choice Network is doing amazing work and making a real difference in the lives of young women and babies in Pennsylvania. Thank you for all you’ve done to bring more than 7,000 precious lives into this world! https://t.co/Ml6xdtqdWN",2020-09-10 03:17:45,434,0,140
"Chloe is an exceptional and inspiring young woman and it was an honor to see her again today! https://t.co/bxF7UMX1Ty https://t.co/iqukVk2iZi",2020-09-10 03:17:40,306,0,133
"Pleased to be joined by @SecGeneScalia, @SenRonJohnson and @derrickvanorden today in La Crosse, WI on this GREAT #LaborDay 2020! The hardworking men and women of Wisconsin, have a champion in President @realDonaldTrump! #JOBSJOBSJOBS <U+0001F1FA><U+0001F1F8> https://t.co/JUCBjc7dSt",2020-09-07 19:30:07,433,0,139
"American manufacturing has come roaring back! When Joe Biden was Vice President, America lost 200,000 manufacturing jobs &amp; he actually said they weren’t coming back. With President @realDonaldTrump in the @WhiteHouse, we’ve created 500,000 manufacturing jobs in just three years!",2020-09-07 19:30:05,7008,0,143
"Thank you @DairylandPower! Under President @realDonaldTrump, we will always put Wisconsin workers, Wisconsin businesses and Wisconsin families FIRST! https://t.co/bdNMUAIg6x",2020-09-07 19:30:03,1362,0,140
"Senator Kamala Harris is one of only 10 Senators to vote against the #USMCA, putting the radical left environmental agenda ahead of Wisconsin dairy and Wisconsin power. https://t.co/blJlootubQ",2020-09-07 18:52:22,4640,0,139
"It has been three years of #JOBSJOBSJOBS under President @realDonaldTrump! The forgotten men and women of America are forgotten no more! https://t.co/NrwrHzNt4u",2020-09-07 18:52:17,1662,0,140
"Happy #LaborDay! Today we honor all of the men and women across the Country who work hard each day to support the American way of life! <U+0001F1FA><U+0001F1F8> https://t.co/zQo180rsrg",2020-09-07 18:52:15,1063,0,139
"LIVE: President @realDonaldTrump holds a news conference https://t.co/FHxzG2rxZX",2020-09-07 18:52:13,2848,0,96
"LIVE from @DairylandPower: A Stronger American Workforce! https://t.co/8ZmGIUt83D",2020-09-07 18:52:00,708,0,97
"Happy #LaborDay, America! Heading to Wisconsin with @SecGeneScalia to visit the hardworking men and women of @DairylandPower as our Administration continues to stand for the American worker! <U+0001F1FA><U+0001F1F8> https://t.co/nqfg6bJJ3L",2020-09-07 15:13:28,1395,0,140
"The people of NY know that President @realDonaldTrump was there in their darkest hour &amp; shortly after that @NYGovCuomo said it was phenomenal what the President &amp; this Admin had done. Many of those who died in NY died because of the bad decisions by @BilldeBlasio &amp; @NYGovCuomo. https://t.co/Aw6IP9xS4N",2020-09-04 15:31:04,971,0,144
"We’re not going to cut corners in the development of a vaccine but through Operation Warp Speed, President @realDonaldTrump has made it clear, we want a safe and effective vaccine as soon as possible. https://t.co/yqcO0jdq9f",2020-09-04 15:31:02,441,0,140
"The American Comeback is happening all across America! #JOBSJOBSJOBS https://t.co/ZVCBSDoqAQ",2020-09-04 15:31:00,555,0,108
"It’s another Great Day for American jobs and American workers! The unemployment rate dropped to 8.4% with 1.4 MILLION jobs added! https://t.co/MzXoWmapKd",2020-09-04 15:30:57,936,0,139
"<U+2705> 1.4 million JOBS ADDED
<U+2705> 8.4% UNEMPLOYMENT
<U+2705> America FIRST
 
President @realDonaldTrump is rebuilding this economy for the American people! <U+0001F1FA><U+0001F1F8>",2020-09-04 15:30:53,2612,0,140
"To the 837,000 men and women of @SBAList standing up for life across America, thank you! In President @realDonaldTrump, you have one of the most pro-life President’s in the history of this Nation and we will continue to fight for LIFE for four more years! https://t.co/agVnpdIyPd",2020-09-04 02:07:34,607,0,140
"Life is Winning in America! @marjoriesba’s new book shows just how far the pro-life movement has come but we’re not done yet! We must continue to stand without apology for the sanctity of human life! Check out #LifeIsWinning today. https://t.co/XPhfbTPYd5",2020-09-04 02:07:32,373,0,140
"Honored to have @SenThomTillis, @RepRichHudson, @RepMarkWalker, @RepTedBudd, @RepDanBishop, and @RepGregMurphy join me today as we stand without apology for the sanctity of human life! https://t.co/hayB4Vwige",2020-09-04 02:07:31,363,0,140
"Thank you, @gatewaywomens Care for what you’re doing to save countless unborn lives. It was an honor to hear Taryn and Ayana’s inspiring stories as our Administration continues to stand strong for the sanctity of human life. https://t.co/MIsz3s4rGu",2020-09-04 02:07:27,400,0,140
"Watch LIVE: Fireside chat with @SBAList https://t.co/UUMXdrT3Vj",2020-09-04 02:07:24,293,0,79
"On this day 75 years ago, World War II officially ended &amp; today we honor the millions of Americans who served this Nation from the battlefield to factories across the Country. We will never forget the courage, strength, innovation &amp; sacrifice of America’s Greatest Generation. <U+0001F1FA><U+0001F1F8> https://t.co/oW4LuvKlsU",2020-09-02 15:49:58,5448,0,144
"https://t.co/fTwwuZT2Ir",2020-09-02 13:45:29,3871,0,39
"LIVE: President @realDonaldTrump holds a news conference https://t.co/H3TZocumET",2020-09-01 12:08:40,6942,0,96
"On today’s bipartisan call with America’s Governors, the @WhiteHouse Coronavirus Task Force answered questions from across the country to ensure that ALL states have the resources and support they need.",2020-09-01 12:08:35,2269,0,139
"Great meeting of the @WhiteHouse Coronavirus Task Force today! https://t.co/rA5EDcsZBb",2020-08-27 21:06:10,1185,0,102
"We encourage everyone to keep the people of Louisiana, Texas &amp; Arkansas in your prayers. Be assured, we were there to respond &amp; rescue &amp; with the resources deployed at President @realDonaldTrump’s direction, we'll be with you until we bring everyone back better than ever before. https://t.co/14ZoIEOHR8",2020-08-27 21:06:06,1304,0,144
"We continue to monitor Tropical Storm Laura closely and stand ready to help! https://t.co/33lQBZRMPT",2020-08-27 21:06:05,6582,0,116
"We are thinking of the great people of Texas, Louisiana, Arkansas, Mississippi, and all those affected by the storm. https://t.co/mEdcTJh3Vs",2020-08-27 21:06:03,7352,0,140
"Speaking at @fema headquarters, President Trump announced that he will travel to Texas and Louisiana this weekend to survey storm damage. https://t.co/pwqKYAbGYB",2020-08-27 21:06:01,1954,0,140
"Today is #NationalDogDay! We love our furry best friend, Harley! <U+0001F43E><U+0001F436>Throwback to when he was just a little puppy.<U+2764><U+FE0F> https://t.co/LjZfxkOA8f",2020-08-26 16:32:06,910,0,140
"If you've recovered from Coronavirus, sign up to donate plasma today! 

Learn more at https://t.co/XnPrVeij1D. https://t.co/SmqabNhIcB",2020-08-24 13:59:10,2432,0,140
"LIVE: President @realDonaldTrump holds a news conference https://t.co/BvYoN0T57c",2020-08-24 13:59:04,9992,0,96
"Operation Legend has already produced results—including the arrest of a suspect in the murder of 4-year-old LeGend Taliferro.

President @realDonaldTrump is keeping his promise to American families to fight violent crime, preserve law and order &amp; protect peace and safety. https://t.co/8EGeSz0LcL",2020-08-24 13:59:00,2148,0,140
"On August 18, 1920, the 19th Amendment was ratified granting American women across the Country the right to vote. Today, 100 years later, we honor &amp; celebrate the inspiring contributions women have made to their families, communities and this great Nation! https://t.co/UcCwKXDJtr",2020-08-18 15:43:36,959,0,140
"Karen and I were saddened to learn of the passing of Robert Trump and we send our heartfelt sympathies to President @realDonaldTrump and the entire Trump Family. We pray their family and friends will be comforted during this difficult time. God bless the memory of Robert Trump.",2020-08-16 14:31:34,9137,0,140
"News Conference at 5:30 P.M. Enjoy!",2020-08-15 20:26:10,15495,0,56
"President @realDonaldTrump and I are grateful for the leadership and support of our great West Virginia team: @JimJusticeWV, @SenCapito, @RepCarolMiller, and @RepAlexMooney!",2020-08-15 20:26:05,1559,0,140
"President @realDonaldTrump will hold a news conference at 5:00 p.m. ET from Bedminster, New Jersey.",2020-08-15 20:26:04,3221,0,115
"Thank you @WVGovernor for your leadership during this time of trying in our Country. With West Virginia having one of the oldest populations in the Nation, we'll make sure you get what you need when you need it to protect your most vulnerable and surge testing to nursing homes. https://t.co/Erwkkq3d4T",2020-08-15 20:26:01,930,0,140
"The @WhiteHouse Coronavirus Task Force remains committed to protecting our most vulnerable and finding ways to safely reopen schools this fall. We had a good meeting today to discuss the surge in testing to nursing homes &amp; providing PPE to protect teachers across America.",2020-08-14 22:42:00,1518,0,140
"But, as Former President @AlvaroUribeVel is under house arrest, we join all freedom loving voices around the world in calling on Colombian officials to let this Hero, who is a recipient of the US Presidential Medal of Freedom, defend himself as a free man.",2020-08-14 22:41:56,4795,0,140
"Spoke with our Great Ally President @IvanDuque of Colombia today. President @realDonaldTrump &amp; I are grateful for our partnership for Freedom in this Hemisphere &amp; our joint efforts to combat the drug trade. We respect Colombia’s institutions and independence...",2020-08-14 22:41:55,3300,0,144
"Today, on Navajo Code Talkers Day, we honor the Native Americans who played a crucial role in America’s victory in World War II. The unbroken Navajo Code saved countless American lives &amp; our Country will always be grateful for these brave soldiers!",2020-08-14 16:08:42,4110,0,140
"President @realDonaldTrump and I want people of law enforcement to know: You will always have our support and America’s support and we will ALWAYS stand with you on the Thin Blue Line!",2020-08-14 16:08:40,9710,0,140
"LIVE: President @realDonaldTrump holds a news conference https://t.co/2wqYwLWg5H",2020-08-12 22:01:34,7778,0,96
"The risk of Coronavirus to healthy young people is very low but the risks of not having our young people in schools are significant. Honored to join President @realDonaldTrump, @BetsyDeVosED &amp; @KellyannePolls today to discuss the importance of safely reopening America’s schools! https://t.co/S8VUZuN9bj",2020-08-12 22:01:33,2087,0,140
"Good meeting with @HHS_ASH, Governor @dougducey, @MarthaMcSally &amp; @drcarachrist in Phoenix. We’re grateful for Governor Ducey’s leadership as AZ continues to see encouraging trends. They’re a great example for other states in the Sun Belt as we work our way through this together! https://t.co/qQ6kSQk03C",2020-08-12 22:01:30,559,0,144
"In the midst of this pandemic, President @realDonaldTrump has taken action to relieve America’s student loan borrowers by cutting interest rates to 0% and suspending loan payments through the end of the year. https://t.co/qDWjMCjqsV",2020-08-10 20:58:37,898,0,140
"The Coronavirus pandemic has forced many Americans out of the workplace. President @realDonaldTrump has taken action in his third directive to make sure anyone who has lost their job as a result of the pandemic still has the unemployment benefits they need.https://t.co/CTl44LEhTg",2020-08-10 20:58:36,677,0,140
"Americans facing financial hardship due to the Coronavirus shouldn’t have to worry about the threat of eviction or foreclosure. President @realDonaldTrump took action last week to ensure that Americans can stay in their homes. https://t.co/OqLwofIvVJ",2020-08-10 20:58:33,655,0,140
"President @realDonaldTrump is FOR the American worker! The President’s first directive provides tax relief to hardworking Americans across the Country earning less than $100,000 per year. https://t.co/Ak0B0jszlp",2020-08-10 20:58:31,764,0,140
"Today, the @WhiteHouse Coronavirus Task Force continued productive conversations with America’s Governors as we meet this moment together. We are working to make sure states have the resources and support they need to protect their people and see their way through this pandemic.",2020-08-10 20:58:30,332,0,140
"This weekend, President @realDonaldTrump took strong steps in putting the American people FIRST by signing four Executive actions that will give even more historic relief to the Great people of this Nation.",2020-08-10 20:58:29,2424,0,140
"The United States will continue to stand with Jimmy Lai and all the freedom loving people of Hong Kong. #FreeJimmyLai",2020-08-10 20:58:25,4195,0,133
"The arrest of @JimmyLaiApple in Hong Kong is deeply offensive &amp; an affront to freedom loving people around the world. When I met w/ Jimmy Lai @WhiteHouse, I was inspired by his stand for democracy &amp; the rights &amp; autonomy that were promised to the people of Hong Kong by Beijing. https://t.co/ZwioCrvNb7",2020-08-10 20:58:24,8476,0,143
"On #PurpleHeartDay, we honor the amazing men &amp; women serving in the uniform of the United States who have earned a Purple Heart &amp; we pay tribute to the Gold Star Families standing alongside them. On behalf of a grateful Nation, thank you for your service. https://t.co/ZTMqywVqWP",2020-08-07 23:17:00,796,0,144
"""We had another great month of jobs!""

Larry Kudlow breaks down the numbers: https://t.co/Wt9K5SNWvb",2020-08-07 23:16:55,1634,0,116
"President @realDonaldTrump will hold a news conference tonight at 7 p.m. ET.",2020-08-07 23:16:53,4019,0,92
"Even Senator Schumer agrees we should open schools this fall. While it’s good to hear he finally accepts our position, it’s also in the best interest of our Nation’s children...not just the economy. https://t.co/kwRCNkhl9D",2020-08-07 23:16:52,1922,0,140
"Great news on Jobs Day! 

1.8 million jobs were added, unemployment is down, and all demographics are experiencing economic recovery! https://t.co/ynAQd3QXr4",2020-08-07 13:56:29,1744,0,140
"Great Jobs Numbers!",2020-08-07 13:56:28,30395,0,40
"Watching the #Indy500 is one of the Pence family’s favorite Hoosier traditions! This year for the 104th running, we’ll be cheering on our good friend @edcarpenter20 as he drives #20, the @SpaceForceDoD car! #SemperSupra https://t.co/yEH7lcwldz",2020-08-07 13:56:22,314,0,140
