"text","created_at","retweet_count","favorite_count","display_text_width"
"There’s a big difference between equality and equity. https://t.co/n3XfQyjLNe",2020-11-01 18:06:50,8747,43619,53
"Georgia is a battleground state. Thrilled to be back in Atlanta to speak directly to Georgia voters and make the case for our campaign. Watch live: https://t.co/ubcM0Oh6Zh",2020-11-01 18:03:39,1970,13137,171
"Two days. Georgia and North Carolina, can’t wait to see you soon!",2020-11-01 14:17:01,7876,105307,65
"Something big is happening in Texas. https://t.co/fNXqlVthok",2020-11-01 03:01:15,9889,71815,36
"If you can, please donate before tonight’s fundraising deadline. Every dollar you contribute today will help our volunteers contact more voters in critical battleground states in the home stretch.
https://t.co/NXaNpLpJmz",2020-11-01 01:36:00,977,5741,220
"Mask up and have a safe and spooktacular Halloween. https://t.co/XOkKck0tXL",2020-10-31 22:28:58,4502,61759,51
"Thank you for the Texas-sized welcome. Let’s get this done. https://t.co/geR67zhzQW",2020-10-31 21:00:29,7587,77626,59
"Thrilled to end the day with fired-up Floridians in Palm Beach. Tune in and help us show the world that the Sunshine State is ready for change. https://t.co/ALwuedTz98",2020-10-31 20:23:46,1234,7986,167
"If you’ve already voted, there is so much you can still do to help us win. 

Sign up now to call voters in critical battleground states this weekend. We need your help to earn every last vote.
https://t.co/xVbKpilMsn",2020-10-31 20:02:01,1404,10736,216
"There’s nothing spookier than the thought of repeating the last four years. 

So, as @BarackObama says: don’t boo—vote.",2020-10-31 19:04:01,18939,151972,119
"Broward County, are you ready? It’s time to get on our feet, cast our ballots, and help everyone we love vote and help us win on November 3rd. Watch live now. https://t.co/gJgkiZCUKi",2020-10-31 18:25:27,1166,6730,182
"With only three days left until Election Day, we need your help. Text or call 3 friends to make sure they’ve voted, returned their ballot, or have a plan to vote on Election Day. Ask them to visit https://t.co/VbrfuqVy9P for the information they need.",2020-10-31 17:22:01,1433,8234,251
"The path to victory runs straight through Miami, and Floridians are fired up and voting in record numbers. Join us live. https://t.co/J04wg49Y2z",2020-10-31 15:45:08,1574,8843,144
"Thank you, @Jaden, for speaking directly to young people about the importance of voting in this election. Your generation gives me so much hope for the future of our country. https://t.co/bVGP4eQfKV",2020-10-31 15:00:01,3310,22247,174
"Back in the Sunshine State—one of the critical battleground states that will make the difference in this election. Let’s do this, Florida.",2020-10-31 14:04:26,8659,87689,138
"When @JoeBiden and I are in the White House, we’ll listen to the experts when it comes to public health, create a pandemic board that oversees testing, and make COVID-19 testing, treatment, and vaccines free for all Americans.",2020-10-31 03:21:00,12658,112115,226
"Donald Trump still doesn’t have a plan to defeat coronavirus—but @JoeBiden and I do. https://t.co/TEchzozvOj",2020-10-31 02:42:09,4296,30086,84
"It’s been such an honor to spend the day meeting Texans across the state. I truly believe we have a chance to accomplish something special here. Join our last GOTV rally of the day live from Houston. https://t.co/1YrmZfgDyL",2020-10-31 00:10:51,1660,11658,223
"On the trail in the Rio Grande Valley—not taking a single vote for granted. Thanks to @JulianCastro, @JoaquinCastrotx, @BetoORourke, and everyone who joined us in Texas today. https://t.co/VzQDtrY5sL",2020-10-31 00:03:00,5616,46541,175
"Such a joy to catch up again with Cavanaugh @cooldopeliving, Charlie, and Alyssa: three young leaders who are doing extraordinary things. Let’s vote like their future depends on it. https://t.co/JCxxLvug7t",2020-10-30 22:37:27,1073,6668,181
"When we vote, things change. Tune in for our second get out the vote rally of the day live from Edinburg, Texas. https://t.co/PpyXTPsbaq",2020-10-30 21:31:31,1442,7755,136
"There is no time to let up. Let’s do this Texas! https://t.co/1udfMYvkjZ",2020-10-30 20:05:46,9104,81111,48
"Don’t let them distract you. Don’t let them discourage you. Stay focused and get everyone you know to go vote.",2020-10-30 18:46:07,18296,131814,110
"Fort Worth is fired up and ready to elect a leader who values decency over division and will bring dignity back to the White House. Join the excitement now by tuning in to our get out the vote rally. https://t.co/yAN4loG6We",2020-10-30 17:47:02,1553,9199,223
"Thank you, @billieeilish, for joining me in talking about everything that’s at stake in this election. Your generation deserves leaders who actually care about the future of our country and our planet. https://t.co/Oyq9CxZKpU",2020-10-30 16:00:00,6195,45654,201
"Thank you @TaylorSwift13 and my friend @EricSwalwell for showing young people what's at stake in this election. https://t.co/T5EQO1GLnC",2020-10-30 14:15:59,25119,118781,111
"Can’t wait to be back in the Lone Star State. See you soon, Texas!",2020-10-30 13:14:09,7900,105966,66
"Despite everything we’ve been through as a country, I am so hopeful about what lies ahead. I hope you are too. https://t.co/14qNjLmnq8",2020-10-30 02:19:01,5835,69217,110
"Working families deserve a raise. Proud to join @BernieSanders in support of a $15 minimum wage and discuss @JoeBiden’s plan to fight economic inequality and ensure the dignity of all workers. https://t.co/VXxSLy7VwS",2020-10-29 23:56:49,1901,12118,216
"Many people weren’t prepared for what happened in 2016. And I can’t tell you how many people have come up to me and said, “I wish I had done more.”

Don’t miss your chance to make a difference. Chip in now.
https://t.co/8NnF9kCjTF",2020-10-29 23:06:14,1224,8391,230
"Honored to be speaking with my fellow Divine Nine members today about the need for leaders to prioritize the health and economic mobility of our brothers, sisters, and friends. Tune in to join us. https://t.co/kSdmOlFEpR",2020-10-29 21:21:01,895,5305,220
"13 cities, 6 days, and a whole lot of people who can’t wait to vote early. https://t.co/lJ11SsOXme",2020-10-29 21:05:00,6208,37054,74
"I know @JoeBiden, and let me tell you: he’s no quitter.

Unlike the current president, Joe is actually prepared to fight COVID-19 with a plan that follows science and prioritizes public health—not politics.",2020-10-29 19:58:01,8410,73166,206
"54 cents.

That’s how much Latinas earn on average compared to every dollar a white man earns. That’s unacceptable. A Biden-Harris administration will fight to close the gender wage gap once and for all. #LatinaEqualPayDay",2020-10-29 18:19:02,8517,54293,222
"Your health isn’t just what you experience from the neck down—it’s also from the neck up. I’m grateful @SelenaGomez has been using her voice to raise awareness about mental health and inspire her fans to vote in this election. https://t.co/xbT2Hboxm1",2020-10-29 16:00:01,5095,31310,226
"5 days: https://t.co/VbrfuqVy9P.",2020-10-29 13:25:42,3838,39241,32
"Donald Trump and Republicans had a choice: Take charge of this virus and pass a relief bill, or push through a Supreme Court Justice who could gut the Affordable Care Act and overturn Roe. 

They showed us who they are. Now, let’s vote them out.",2020-10-29 02:39:00,23206,134923,245
"Thank you for joining us on the campaign trail in Arizona, @AliciaKeys. https://t.co/BneXYklpyb",2020-10-29 01:23:20,3703,39397,71
".@Oprah, I was delighted to join you and my fellow sisters to discuss the importance of getting out the vote. Our votes are our power, and we’re not about to let anybody tell us otherwise. https://t.co/tohrg9CgNB",2020-10-29 00:53:46,1613,12264,188
"Thrilled to be joined by @AliciaKeys tonight in Phoenix to get out the vote. With so much at stake, as long as we make our voices heard, I know everything’s gonna be alright. Tune in. https://t.co/iH7QXxF5RI",2020-10-28 23:49:34,1585,10581,207
"The president knew how bad this crisis would be. And instead of working to protect American families, he sat on the information and now more than 227,000 people have died.",2020-10-28 21:54:46,11610,76942,171
"We are in the final stretch. Only 6 more days to elect @JoeBiden, restore our economy, and save the soul of the nation. Join me and supporters in Tucson as we fight for a brighter future. https://t.co/Y6CvDpc2iu",2020-10-28 19:26:46,1872,12175,211
"I’m looking forward to a future where the people know that—even in crisis—the president has their back.

How about you?",2020-10-28 17:46:08,14351,154402,119
"Food represents a piece of where we came from and the connections we share. Loved talking with @AyeshaCurry (over a pan of her Rasta Pasta!) about our favorite recipes, family, and everything that’s at stake in this election. https://t.co/Y7OFzS0ecm",2020-10-28 15:00:02,1206,9107,225
"Future generations are counting on us to get this right in 6 days. Don’t let them down.

https://t.co/VbrfuqVy9P",2020-10-28 13:43:04,7168,58985,112
"Today we honor the memory of the eleven worshipers taken too soon. Our leaders must always affirm that anti-Semitism and hate deserves no place in our country. https://t.co/DmO3vKXWoi",2020-10-28 02:32:37,4956,43299,159
"Thank you, Nevada! Let’s get this done in seven days. https://t.co/rv6tHH6ubE",2020-10-28 01:56:19,3301,42032,53
"We’re only a few days away from the most important election of our lifetime, and Las Vegas is fired up and ready to change the course of history. Tune in. https://t.co/C65zOEbBIZ",2020-10-28 00:38:18,1458,9779,178
"Laced up and ready to get out the vote. https://t.co/kTDYFvspBV",2020-10-27 23:10:04,4783,52010,39
"Our democracy is as strong as our willingness to fight for it. One week to give it our all: https://t.co/VbrfuqVy9P.",2020-10-27 22:18:40,4318,30961,116
"We’re seven days away from Election Day, and the soul of our nation is the ballot. Tune in as I speak live from Reno about how we can unify our country, fight the pandemic, and build back better. https://t.co/TbWjnyqtde",2020-10-27 20:18:59,1282,7925,219
"I’m going to be honest with you: this election is going to come down to the results in a few critical states. We’re counting on grassroots support to continue to reach out to voters in these states with our organizing efforts. If you can, please chip in.
https://t.co/0R7TDFRcDz",2020-10-27 20:03:02,1578,9890,278
"On the day that @JoeBiden announced I was joining the ticket, @PadmaLakshmi shared a photo of her mother and her next to an almost identical photo of my mother and me. 

Representation matters. https://t.co/JzfoFv69RF",2020-10-27 19:00:00,3066,26247,193
"Under @JoeBiden’s leadership we can become a nation united, a nation strengthened, and a nation healed. Watch as @JoeBiden speaks live about our promise for America. https://t.co/RfkOyL2CjI",2020-10-27 17:43:54,1396,8678,189
"My heart breaks watching the fires, including the #SilveradoFire, tear through our beautiful state. @DouglasEmhoff and I are thinking of our firefighters and first responders.

To the tens of thousands under evacuation orders, please listen to local officials. Stay safe.",2020-10-27 15:26:18,2546,25199,271
"One week.",2020-10-27 12:42:51,11677,146768,9
"Today Republicans denied the will of the American people by confirming a Supreme Court justice through an illegitimate process—all in their effort to gut the Affordable Care Act and strip health care from millions with pre-existing conditions.

We won’t forget this.",2020-10-27 00:10:15,38829,212347,266
"Instead of working to provide COVID-19 relief to struggling Americans, Mitch McConnell and Republicans chose to jam through a Supreme Court nominee—when more than 62 million people have already voted. It’s despicable and they must be held accountable.",2020-10-26 22:50:22,17546,99414,251
"The current occupant of the White House would rather ignore the pandemic than admit he mishandled it. https://t.co/I8EEr7pXww",2020-10-26 21:56:09,3713,23267,101
"Even in this moment of trial and testing, I see Americans across our country who are rising to this moment—people who reject the notion that we cannot control this virus. https://t.co/v961bJRr9i",2020-10-26 20:56:00,1706,11105,170
"I voted early—have you?",2020-10-26 19:05:24,11576,211503,23
"It’s this simple: Republicans are trying to bypass the will of voters and have the Supreme Court dismantle the Affordable Care Act.",2020-10-26 18:28:02,8114,52964,131
"With only eight days to go until Election Day, this is your reminder to vote early.",2020-10-26 17:31:36,9019,84745,83
"Almost a year ago, @MindyKaling invited me to her home to cook masala dosa and talk politics. While we couldn’t catch up in the kitchen this time, I loved having the chance to connect with her on food, family, and—of course—voting in the most important election of our lifetime. https://t.co/xU11hrwbwZ",2020-10-26 16:00:01,3066,26306,278
"Had a great time with @ComplexSneakers' @JLaPuma in Charlotte. We discussed the Biden-Harris plan to invest in Black-owned businesses, being joyful warriors &amp; finding the perfect chucks at @TheSocialStatus.

Watch the full episode: https://t.co/3wpS9ixFfl
https://t.co/WLQYZpRib4",2020-10-26 14:08:06,1019,6675,283
"Watch my conversation with @CurlyVee on @BFPeroLike: we chatted about parents’ immigration stories, the values we share, the power of the Latino vote in this election, and—of course—pupusas. https://t.co/LYwbC0yrUq",2020-10-26 02:43:37,1425,12061,190
"Join our star-studded cast of incredible performers and guests for the I Will Vote grassroots concert in support of our campaign and Democrats across the country. https://t.co/MgxrMuVtgc",2020-10-26 00:02:30,1431,8917,186
"This election will be won and lost by the Electoral College—and in many of our target battleground states, polls show our campaign within single digits of Donald Trump. We cannot afford to take our foot off the gas. Add a donation today to help us win.
https://t.co/sOHwv7B1Rd",2020-10-25 22:23:21,3266,19240,276
"Don’t stop pressing forward. We need more than a victory on Election Day—we need an overwhelming turnout that proves the past four years do not represent who we want to be as a country. Tune in now. https://t.co/6F4jEz8fHr",2020-10-25 20:25:01,2382,14087,222
"Despite every single obstacle put in their paths towards the ballot box—including being beaten and shedding blood—our ancestors fought for, and won, their right to vote. When we vote in this election, we honor their sacrifices. https://t.co/giZpJHs23w",2020-10-25 19:22:00,3513,20673,227
"Tune in now to GOTV L!VE: A Soul of the Nation Gospel Concert Special with special messages from celebrity and faith leaders from around the country. https://t.co/FSBJMkWtAc",2020-10-25 17:29:17,1652,8852,173
"It’s not controversial to say that @JoeBiden and I will listen to scientists.",2020-10-25 14:46:05,19890,199770,77
"Howard will always be home. https://t.co/t6u0DDtyMU",2020-10-25 02:10:00,3204,28095,27
"We the people have the power at the ballot box. Thanks for a great day Ohio! https://t.co/wWsSwTuD8n",2020-10-25 00:55:20,8133,63896,76
"The Trump administration’s theory is that the economy is doing well when the stock market is doing well. 

@JoeBiden and I believe our economy is doing well when working families are doing well.",2020-10-24 23:21:00,16038,110465,194
"We can’t just speak the truth about police brutality in our nation—we must act to change our systems of justice and demand accountability. https://t.co/arSdFLi7Wj",2020-10-24 21:12:00,1877,11436,138
"The American people deserve to have a president who sees them, who cares about them, and actively works to better their lives. Tune in now from our get out the vote event in Ohio. https://t.co/iDKzayMdM3",2020-10-24 19:05:19,1551,9032,203
"If you already voted, your job’s not finished yet: with only 10 days until Election Day, we need your help talking to voters in critical battleground states and reminding them to cast their ballots. Sign up to make calls today: https://t.co/5GJfTjAUrl",2020-10-24 17:35:27,1745,9873,251
"Took a little time from the campaign trail to view some photos throughout my life—the people and places that made me who I am today. https://t.co/XfyU8c7SYV",2020-10-24 16:00:55,6587,48477,132
"Ohio, see you soon! Let’s make these last 10 days count.",2020-10-24 13:30:57,8720,111768,56
"The COVID-19 pandemic has laid bare the harsh truth: we don’t pay teachers nearly enough for their time, talent, and skills. @JoeBiden will make sure our teachers are paid what they deserve. https://t.co/Bi4SNB5M4R",2020-10-24 01:58:00,4586,29761,190
"It wouldn’t be a true Avengers reunion without speaking my friend Chadwick Boseman’s name. We missed him dearly this week. https://t.co/SpuFzSlcDY",2020-10-24 00:46:13,2645,27595,122
"There’s nothing like homecoming at an HBCU. Join us live for our HBCU Homecoming Rally hosted by @TiffanyHaddish with messages from @SHAQ, @ASAPferg, and more special guests. https://t.co/iC6etbnWgT",2020-10-23 23:05:25,683,4031,198
"Like so many others, I stand on the shoulders of giants like John Lewis. https://t.co/JY5HbOWYmT",2020-10-23 22:52:16,4876,60882,72
"Honored to share a space with @ReverendWarnock, @Ossoff, @lucymcbath, and more for a mobilization rally in Atlanta. Tune in live. https://t.co/N9jvUxUyfH",2020-10-23 20:57:41,938,4359,153
"When you attend an HBCU, there’s nothing you can’t do. https://t.co/REKHJvqqFs",2020-10-23 20:52:43,2028,13573,54
"Wearing a mask, practicing social distancing, and washing your hands saves lives.",2020-10-23 20:14:22,16722,147309,81
"More than 223,000 people have died from coronavirus. Trump still doesn’t have a plan. We need a real leader in the White House who will listen to the scientists &amp; protect Americans—that’s @JoeBiden. https://t.co/cNdq3U4TTq",2020-10-23 18:53:07,3226,18115,226
"When our children and our grandchildren ask us what we did in this moment in time, we won’t tell them just how we <U+200B>felt<U+200B>—we will tell them <U+200B>what we did. https://t.co/uSCAXCAe6w",2020-10-23 16:38:05,5966,38579,152
"With only 11 days until Election Day, I’m thrilled to be heading to the Peach State. See you soon, Georgia!",2020-10-23 13:47:44,7803,107354,107
"Tonight, @JoeBiden not only won the debate—he took a stand against Trump and all of the harm this administration has caused. Join us in this fight by adding a donation:
https://t.co/NBGK8d5nTq",2020-10-23 02:38:16,3739,32480,192
"Just last <U+200B>month,<U+200B> Donald Trump stood on a<U+200B> debate stage <U+200B>and refused to condemn white supremacists.

This isn’t the first time he’s been an apologist for racists. When someone shows you who they are, believe them the first time.",2020-10-23 02:22:53,12559,85939,229
"Donald Trump launched his campaign with hateful attacks against immigrants. Then he:

Enacted the Muslim ban.
Demanded funding for a wasteful border wall. 
Separated children from their parents at the border.

This is who he is. He must be voted out.",2020-10-23 02:12:13,7150,41883,250
"Our campaign is powered by grassroots donors. Chip in tonight to show @JoeBiden you’re in his corner:
https://t.co/NBGK8d5nTq",2020-10-23 01:31:58,727,5166,125
"Let’s be clear: Trump knew in January how deadly and lethal coronavirus could become—and deliberately misled the American people. 

Now more than 222,000 people are dead.",2020-10-23 01:11:06,21464,131709,170
"You got this, @JoeBiden. https://t.co/RXoM5CEAkg",2020-10-23 00:16:36,11721,168450,24
"If a Black child has a Black teacher by the end of third grade, they’re 13% more likely to go to college. I’m living proof of that and the power of HBCUs. https://t.co/cNA4rQGPoX",2020-10-22 22:31:36,3555,26909,154
"Instagram Live tonight at 6:30pm ET. 

@MileyCyrus, see you soon.",2020-10-22 21:36:35,1880,22921,65
"Everything from our reproductive rights to the future of equal pay is at stake in this election. Let’s use our voice and do everything we can in these last 12 days to get out the vote. https://t.co/IhDZIUdNwT",2020-10-22 20:34:46,1657,9154,208
"This Stuttering Awareness Day, I’m thinking of these two who’ve overcome so much and have shown the world that a stutter doesn’t define who you are. 
https://t.co/O8bq4kL3tE",2020-10-22 16:00:55,10595,69993,173
"My Democratic Senate colleagues and I boycotted the Supreme Court nominee committee vote today. Let's be clear: this nomination process is a sham and shows how Republicans will stop at nothing to strip health care from millions of Americans with pre-existing conditions.",2020-10-22 13:47:06,18947,116825,270
